# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
1.6             	p               	3.94396169e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94752219e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
1.62            	p               	3.98002093e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94812904e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
1.64            	p               	4.00955954e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94925631e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
1.66            	p               	3.96162505e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94919373e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
1.68            	p               	3.94863268e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94707011e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
1.7             	p               	3.99960704e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94491621e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
1.72            	p               	3.99035724e-01	(6.09387686e-01 8.30145538e-02 2.29492899e-19)	1	1.94625847e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
1.74            	p               	3.94898956e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94928053e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
1.76            	p               	3.94375112e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.95030560e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
1.78            	p               	3.99854747e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.95068718e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
1.8             	p               	3.98046023e-01	(6.09387686e-01 8.30145538e-02 2.29492899e-19)	1	1.95059833e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
1.82            	p               	3.95043508e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94911418e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
1.84            	p               	3.94741604e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94773518e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
1.86            	p               	3.99935442e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94780522e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
1.88            	p               	3.99133219e-01	(6.09387686e-01 8.30145538e-02 2.29492899e-19)	1	1.94888189e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
1.9             	p               	3.96008852e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94936895e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
1.92            	p               	3.94766145e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94794070e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
1.94            	p               	3.98513291e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94536571e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
1.96            	p               	4.01213329e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94537514e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
1.98            	p               	3.96351799e-01	(6.09387686e-01 8.30145538e-02 2.29492899e-19)	1	1.94841509e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2               	p               	3.94398591e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.95012769e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.02            	p               	3.96123905e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.95044345e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.04            	p               	4.00145977e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.95079221e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.06            	p               	3.97422842e-01	(6.09387686e-01 8.30145538e-02 2.29492899e-19)	1	1.94977871e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.08            	p               	3.95160195e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94811252e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.1             	p               	3.95282823e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94758781e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.12            	p               	4.00230947e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94845863e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.14            	p               	3.98618026e-01	(6.09387686e-01 8.30145538e-02 2.29492899e-19)	1	1.94936355e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.16            	p               	3.95653832e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94872576e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.18            	p               	3.94942029e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94624551e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.2             	p               	4.00351037e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94488111e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.22            	p               	3.98801395e-01	(6.09387686e-01 8.30145538e-02 2.29492899e-19)	1	1.94722391e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.24            	p               	3.94662967e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94982544e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.26            	p               	3.94350040e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.95038957e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.28            	p               	4.00197613e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.95079294e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.3             	p               	3.98970742e-01	(6.09387686e-01 8.30145538e-02 2.29492899e-19)	1	1.95027855e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.32            	p               	3.94232733e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94860726e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.34            	p               	3.95820104e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94757164e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.36            	p               	4.01202260e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94806377e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.38            	p               	3.98122934e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94916671e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.4             	p               	3.94464752e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94920962e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.42            	p               	3.97933167e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94721366e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.44            	p               	4.00577952e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94495105e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.46            	p               	3.95691877e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94608684e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.48            	p               	3.95006107e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94917062e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.5             	p               	3.99756418e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.95027364e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.52            	p               	3.98110058e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.95062635e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.54            	p               	3.93876253e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.95065444e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.56            	p               	3.96833704e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94924461e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.58            	p               	4.02085268e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94778667e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.6             	p               	3.97391086e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94774400e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.62            	p               	3.94025007e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94880299e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.64            	p               	3.98225969e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94939108e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.66            	p               	4.01351654e-01	(6.09387686e-01 8.30145538e-02 2.29492899e-19)	1	1.94811642e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.68            	p               	3.95828061e-01	(6.09387686e-01 8.30145538e-02 2.29492899e-19)	1	1.94551348e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.7             	p               	3.93836216e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94523219e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.72            	p               	3.97346783e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94820070e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.74            	p               	4.02067376e-01	(6.09387686e-01 8.30145538e-02 2.29492899e-19)	1	1.95011541e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.76            	p               	3.94106751e-01	(6.09387686e-01 8.30145538e-02 2.29492899e-19)	1	1.95046813e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.78            	p               	3.93151736e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.95081333e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.8             	p               	3.95746410e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94985371e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.82            	p               	4.02446103e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94816872e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.84            	p               	3.95867084e-01	(6.09387686e-01 8.30145538e-02 2.29492899e-19)	1	1.94756117e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.86            	p               	3.94628525e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94839151e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.88            	p               	3.94914013e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94935432e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.9             	p               	4.00231284e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94882762e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.92            	p               	3.98787374e-01	(6.09387686e-01 8.30145538e-02 2.29492899e-19)	1	1.94639112e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.94            	p               	3.95062534e-01	(6.09387686e-01 8.30145538e-02 2.29492899e-19)	1	1.94485772e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.96            	p               	3.93802364e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94704655e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
2.98            	p               	3.96926513e-01	(6.40637625e-01 7.75732234e-02 -3.27702793e-19)	1	1.94976088e+00	(1.09362847e-01 3.40425774e-02 -1.46732709e-12)	0
