# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
9.36            	p               	3.95927758e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95123743e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.38            	p               	3.97140592e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95128088e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.4             	p               	3.95001092e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95133329e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.42            	p               	3.91315763e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95137808e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.44            	p               	3.91078440e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95140352e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.46            	p               	3.92157062e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95140730e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.48            	p               	3.91893716e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95139627e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.5             	p               	3.92146947e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95138258e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.52            	p               	3.93079708e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95137864e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.54            	p               	3.94747461e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95139286e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.56            	p               	3.96592446e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95142715e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.58            	p               	3.97346850e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95147627e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.6             	p               	3.93629611e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95152884e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.62            	p               	3.90958778e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95157023e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.64            	p               	3.91964801e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95158673e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.66            	p               	3.92121273e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95157021e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.68            	p               	3.92035483e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95152160e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.7             	p               	3.92505709e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95145174e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.72            	p               	3.93733692e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95137867e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.74            	p               	3.95608772e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95132209e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.76            	p               	3.97287655e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95129682e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.78            	p               	3.96928418e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95130708e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.8             	p               	3.92174217e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95134372e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.82            	p               	3.90590812e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95138664e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.84            	p               	3.92317674e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95141255e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.86            	p               	3.91804577e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95140525e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.88            	p               	3.91934909e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95136314e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.9             	p               	3.92700628e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95130017e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.92            	p               	3.94244881e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95123967e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.94            	p               	3.96223685e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95120392e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.96            	p               	3.97494972e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95120448e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.98            	p               	3.94664679e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95123769e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
10              	p               	3.90913573e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95128727e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
